paper_id,exam,year,session,qp_code,max_marks,subject,scheme,question_no,section,marks,question,topic
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Dead tract,dentin
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Curve of Spee,occlusion
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Cellular cementum,cementum
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Morula,tooth development
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Incremental lines of Retzius,enamel
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Tomes' granular layer,enamel
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Occlusal aspect of mandibular first premolar,tooth morphology
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Theories of calcification,General
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Palmer notation,anatomical notation
P004,August 2017,2017,August,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Bundle bone,periodontal ligament
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,1,Essay,10,Describe the temporo-mandibular joint in detail under the following headings: type; articular surfaces; ligaments; movements; applied anatomy.,TMJ
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,2,Essay,10,Describe the facial nerve in detail under the following headings: relations; course; branches; applied anatomy.,cranial nerves
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,3,Short Notes,5,Enumerate the foramina of the middle cranial fossa. Mention the structures passing through each foramen.,General
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,4,Short Notes,5,Describe the sulci and gyri of supero-lateral surface of cerebrum. Mention the major functional areas of the supero-lateral surface.,brain
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,5,Short Notes,5,"Enumerate the muscles of mastication, its attachments, nerve supply and actions.",oral anatomy
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,6,Short Notes,5,Describe the maxillary artery under the following headings: origin; name the muscle that divides it into three parts; enumerate the branches from its first part.,head & neck
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,7,Brief Notes,3,Circle of Willis,General
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,8,Brief Notes,3,Sternocleidomastoid,head & neck
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,9,Brief Notes,3,Down's syndrome,developmental anomalies
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,10,Brief Notes,3,Microscopic structure of tongue,histology
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,11,Brief Notes,3,Lingual nerve,cranial nerves
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,12,Brief Notes,3,Vocal cord,histology
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,13,Brief Notes,3,Auditory tube,General
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,14,Brief Notes,3,Dangerous area of face,oral anatomy
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,15,Brief Notes,3,External jugular vein,head & neck
P011,August 2017,2017,August,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,16,Brief Notes,3,First pharyngeal arch derivatives,embryology
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Classify oral mucous membrane. Describe in detail the macro and microscopic features of gingiva.,gingiva; oral mucosa
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Explain in detail the anatomy of permanent maxillary first molar with neat diagrams. Add a note on its chronology.,maxillary first molar; tooth morphology
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Discuss histology of serous salivary gland.,saliva/salivary gland
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Describe occlusal anatomy of mandibular second premolar.,tooth morphology
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Discuss histology of pulp.,pulp
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Phases of deglutition,deglutition
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Cap stage of tooth development.,tooth development
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Tertiary dentin.,dentin
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Surface structures of enamel.,enamel
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Lamina dura.,periodontology/alveolar bone
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Four differences between cellular and acellular cementum.,cementum
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Ridges.,General
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Alkaline phosphatase theory of mineralization.,General
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,FDI tooth numbering system for permanent and deciduous dentition.,dentition
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Development of tongue.,tongue
P007,February 2018,2018,February,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Functions of maxillary sinus.,maxillary sinus
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Describe in detail the mechanism of tooth eruption.,tooth eruption
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Describe the chronology and morphological aspects of permanent mandibular second premolars.,tooth morphology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Advanced bell stage of tooth development,tooth development
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Functions of pulp,pulp
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Occlusal aspect of primary mandibular first molar,tooth morphology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Functions of saliva,saliva/salivary gland
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Age changes in dentin,dentin
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Non-keratinocytes,oral histology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Development of palate,embryology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Interglobular dentin,dentin
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Oblique ridge,General
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Incremental lines of Salter,dentin
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Chronology of permanent maxillary first molars,maxillary first molar; tooth morphology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Zone of Weil,General
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Circumvallate papillae,oral histology
P008,January 2019,2019,January,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Define ridge and fossa,tooth morphology
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Discuss in detail the differences between deciduous and permanent dentition.,dentition
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Define and classify oral mucosa. Describe in detail the macroscopic and microscopic features of gingiva.,gingiva; oral mucosa
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Ridges and grooves,tooth morphology
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Bell stage of tooth development,tooth development
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Histological zones of dental pulp,pulp
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Theories of tooth eruption,tooth eruption
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Primate spaces,General
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Dentinoenamel junction,dentin; enamel
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Cellular cementum,cementum
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Contact areas,General
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Dead tracts,dentin
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Bundle bone,periodontal ligament
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Chronology of primary dentition,General
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Myoepithelial cells,General
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Alkaline phosphatase theory,General
P001,July 2019,2019,July,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Neural crest cells,embryology
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,1,Essay,10,"Describe the parotid gland under the following headings: capsules; surfaces, borders and relations; nerve supply; applied anatomy.",head & neck
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,2,Essay,10,"Describe the sulci, gyri and functional areas on the superolateral surface of the cerebral hemisphere.",brain
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,3,Short Notes,5,Describe the movements at temporomandibular joint and the concerned muscles.,TMJ
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,4,Short Notes,5,Describe the boundaries and name the structures passing through superior orbital fissure.,oral anatomy
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,5,Short Notes,5,"Lobes, fissures and deep nuclei of cerebellum",brain
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,6,Short Notes,5,Mandibular nerve,cranial nerves
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,7,Brief Notes,3,Pterygopalatine ganglion,General
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,8,Brief Notes,3,Microscopic structure of testis,histology
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,9,Brief Notes,3,Neural crest,embryology
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,10,Brief Notes,3,Turner's syndrome,developmental anomalies
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,11,Brief Notes,3,Retina,histology
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,12,Brief Notes,3,Development of tongue,embryology
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,13,Brief Notes,3,Interior of larynx,General
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,14,Brief Notes,3,Corpus striatum,brain
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,15,Brief Notes,3,Falx cerebri,General
P010,January 2021,2021,January,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,16,Brief Notes,3,External jugular vein,head & neck
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Describe the life cycle of an ameloblast. Describe briefly about amelogenesis.,tooth development
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Describe in detail about the morphology of permanent maxillary first molar.,maxillary first molar; tooth morphology
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Differences between deciduous and permanent teeth.,dentition
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Non-keratinocytes,oral histology
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Deglutition,deglutition
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Types of dentin,dentin
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,"Define: Mamelon, Ridge, Point angle",tooth morphology
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Zones of pulp,pulp
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Functions of maxillary sinus,maxillary sinus
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Histology of mucous acinus,saliva/salivary gland
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Interglobular dentin,dentin
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Compensatory curves,occlusion
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Development of tongue,tongue
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Lines of Salter,dentin
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,"Masseter — origin, insertion, nerve supply and functions",mastication
P009,September 2021,2021,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Ligament traction theory,tooth eruption
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,1,General Pathology – Essay,10,Define thrombosis. Describe the etiopathogenesis of thrombus formation. Add a note on fate of thrombus.,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,2,General Pathology – Short Notes,5,Define leukaemia. Describe the peripheral smear and bone marrow findings in chronic myeloid leukaemia.,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,3,General Pathology – Short Notes,5,Discuss the pathogenesis and complications of diabetes mellitus.,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,4,General Pathology – Answer Briefly,3,Pyogenic osteomyelitis,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,5,General Pathology – Answer Briefly,3,Erythrocyte sedimentation rate,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,6,General Pathology – Answer Briefly,3,Ameloblastoma,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,7,General Pathology – Answer Briefly,3,Malignant melanoma,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,8,General Pathology – Answer Briefly,3,Enumerate the differences between necrosis and apoptosis,general pathology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,9,General Microbiology – Essay,10,"Describe the morphology, pathogenesis and laboratory diagnosis of Clostridium tetani.",general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,10,General Microbiology – Short Notes,5,Define dental caries. Discuss the etiology of dental caries.,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,11,General Microbiology – Short Notes,5,Name four causative agents of malaria. Add a note on pernicious malaria.,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,12,General Microbiology – Answer Briefly,3,Contribution of Louis Pasteur,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,13,General Microbiology – Answer Briefly,3,VDRL test,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,14,General Microbiology – Answer Briefly,3,MMR,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,15,General Microbiology – Answer Briefly,3,Heterophile antigen,general microbiology
P013,February 2022,2022,February,211002 / 212002,70,General Pathology & General Microbiology,2016 Scheme,16,General Microbiology – Answer Briefly,3,Mumps,general microbiology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,1,Essay,10,Describe the maxillary artery under the following headings: origin; parts and relations; branches and distribution.,head & neck
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,2,Essay,10,"Describe the functional components, course, branches and distribution of oculomotor nerve. Add a note on its applied aspect.",cranial nerves
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,3,Short Notes,5,"Describe the parts and attachments, nerve supply and actions of orbicularis oculi.",General
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,4,Short Notes,5,Lateral ventricle of brain,brain
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,5,Short Notes,5,Layers of deep cervical fascia,head & neck
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,6,Short Notes,5,Layers of scalp,head & neck
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,7,Brief Notes,3,Ciliary ganglion,General
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,8,Brief Notes,3,Microscopic structure of kidney,histology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,9,Brief Notes,3,Cleft palate,embryology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,10,Brief Notes,3,Straight sinus,General
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,11,Brief Notes,3,Neurohypophysis,histology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,12,Brief Notes,3,Spermatogenesis,embryology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,13,Brief Notes,3,Ear ossicles,General
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,14,Brief Notes,3,Palatine tonsil,histology
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,15,Brief Notes,3,Down's syndrome,developmental anomalies
P012,July 2022,2022,July,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,16,Brief Notes,3,Branches of extra cranial part of facial nerve,cranial nerves
